stream,site,release_id,date_released,time_released,site_released,subsite_released,number_released,median_fork_length_released,day_or_night_release,origin_released,run_released,lifestage_released,source_released,days_held_post_mark,flow_at_release,temperature_at_release,turbidity_at_release,night_release,include,week_released,year_released,mark_type
feather river,herringer riffle,459,2013-04-23,15:45:00,herringer_release site,herringer release boxes,154,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,460,2013-04-09,15:45:00,gateway_release site,next to gateway release boxes,43,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,461,2013-04-16,12:09:00,gateway_release site,gateway release boxes,42,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,herringer riffle,465,2013-03-13,10:15:00,herringer_release site,next to herringer release boxes,122,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,466,2013-03-14,11:45:00,herringer_release site,next to herringer release boxes,313,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,467,2013-02-05,12:00:00,gateway_release site,gateway release boxes,491,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,468,2010-12-07,11:35:00,steep riffle_release site,#steep riffle_rst,995,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,469,2010-12-27,10:55:00,steep riffle_release site,not recorded,999,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,470,2011-01-03,13:00:00,steep riffle_release site,not recorded,990,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,471,2011-01-06,11:15:00,steep riffle_release site,not recorded,995,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,472,2011-01-10,13:00:00,steep riffle_release site,not recorded,990,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,473,2011-01-12,12:00:00,steep riffle_release site,not recorded,997,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,474,2011-01-26,12:00:00,steep riffle_release site,not recorded,492,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,475,2011-01-27,12:00:00,steep riffle_release site,not recorded,499,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,476,2011-02-01,12:00:00,steep riffle_release site,not recorded,491,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,477,2011-02-02,15:15:00,steep riffle_release site,not recorded,245,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,478,2011-02-03,12:00:00,steep riffle_release site,not recorded,494,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,479,2011-02-08,12:15:00,steep riffle_release site,not recorded,496,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,480,2011-02-09,15:00:00,steep riffle_release site,not recorded,500,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,481,2011-02-10,10:00:00,steep riffle_release site,not recorded,494,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,482,2011-02-17,12:00:00,steep riffle_release site,not recorded,496,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,483,2011-02-20,11:30:00,steep riffle_release site,not recorded,248,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,484,2011-02-26,13:45:00,steep riffle_release site,not recorded,494,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,485,2011-03-03,13:30:00,steep riffle_release site,not recorded,466,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,486,2011-03-07,14:30:00,steep riffle_release site,not recorded,240,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,487,2011-03-09,10:00:00,steep riffle_release site,not recorded,483,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,488,2011-03-14,12:00:00,steep riffle_release site,not recorded,241,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,489,2014-01-08,12:00:00,gateway_release site,next to gateway release boxes,506,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,490,2014-01-09,21:00:00,gateway_release site,gateway release boxes,494,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,491,2014-01-15,21:00:00,gateway_release site,gateway release boxes,442,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,492,2014-01-16,12:40:00,gateway_release site,next to gateway release boxes,429,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,493,2014-01-22,10:38:00,gateway_release site,next to gateway release boxes,500,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,494,2014-01-23,21:00:00,gateway_release site,gateway release boxes,499,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,495,2014-01-29,21:00:00,gateway_release site,gateway release boxes,498,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,496,2014-01-30,13:30:00,gateway_release site,next to gateway release boxes,490,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,498,2014-01-08,14:30:00,herringer_release site,next to herringer release boxes,498,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,499,2014-01-09,21:00:00,herringer_release site,herringer release boxes,586,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,500,2014-01-15,21:00:00,herringer_release site,herringer release boxes,430,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,501,2014-01-16,10:15:00,herringer_release site,next to herringer release boxes,450,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,502,2014-01-22,14:41:00,herringer_release site,next to herringer release boxes,495,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,503,2014-01-23,21:00:00,herringer_release site,herringer release boxes,501,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,504,2014-01-29,21:00:00,herringer_release site,herringer release boxes,500,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,505,2014-01-30,10:23:00,herringer_release site,next to herringer release boxes,543,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,506,2014-02-05,21:00:00,herringer_release site,herringer release boxes,499,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,507,2014-02-06,14:29:00,herringer_release site,next to herringer release boxes,559,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,508,2014-02-05,21:00:00,gateway_release site,gateway release boxes,545,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,509,2014-02-06,11:37:00,gateway_release site,next to gateway release boxes,593,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,510,2014-02-12,14:30:00,herringer_release site,next to herringer release boxes,492,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,511,2014-02-13,21:00:00,herringer_release site,herringer release boxes,500,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,512,2014-02-12,12:11:00,gateway_release site,next to gateway release boxes,497,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,513,2014-02-13,21:00:00,gateway_release site,gateway release boxes,551,NA,night,natural,fall,not recorded,herringer riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,514,2011-01-11,12:00:00,sunset_release site,not recorded,499,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,515,2011-01-13,13:00:00,sunset_release site,release_100m above falls,798,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,516,2011-01-17,12:30:00,sunset_release site,release_100m above falls,994,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,517,2011-01-19,11:00:00,sunset_release site,release_100m above falls,983,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,518,2011-01-24,10:20:00,sunset_release site,release_100m above falls,999,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,519,2011-01-26,11:30:00,sunset_release site,not recorded,1015,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,520,2011-01-27,14:30:00,sunset_release site,not recorded,1010,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,521,2011-01-31,11:55:00,sunset_release site,release_100m above falls,999,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,522,2011-02-02,12:00:00,sunset_release site,not recorded,500,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,523,2011-02-07,12:10:00,sunset_release site,not recorded,1000,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,524,2011-02-23,11:30:00,sunset_release site,not recorded,500,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,525,2011-03-01,15:15:00,sunset_release site,not recorded,485,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,526,2011-03-03,12:00:00,sunset_release site,release_100m above falls,993,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,527,2011-03-06,11:45:00,sunset_release site,not recorded,480,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,528,2011-03-07,10:53:00,sunset_release site,not recorded,1293,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,529,2011-03-09,12:45:00,sunset_release site,release_100m above falls,484,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,sunset pumps,530,2011-03-10,12:45:00,sunset_release site,release_100m above falls,1496,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,531,2014-02-20,21:00:00,herringer_release site,herringer release boxes,473,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,532,2014-02-25,13:15:00,herringer_release site,next to herringer release boxes,465,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,533,2014-02-26,12:00:00,herringer_release site,next to herringer release boxes,476,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,534,2014-03-06,13:10:00,herringer_release site,next to herringer release boxes,510,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,535,2014-03-07,10:20:00,herringer_release site,herringer release boxes,226,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,536,2014-03-07,10:20:00,herringer_release site,next to herringer release boxes,201,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,537,2014-03-13,13:43:00,herringer_release site,next to herringer release boxes,447,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,538,2014-03-14,12:00:00,herringer_release site,next to herringer release boxes,239,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,539,2014-03-14,12:00:00,herringer_release site,next to herringer release boxes,240,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,540,2014-03-20,10:52:00,herringer_release site,next to herringer release boxes,478,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,541,2014-03-21,09:45:00,herringer_release site,next to herringer release boxes,246,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,542,2014-02-19,21:00:00,gateway_release site,gateway release boxes,499,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,543,2014-02-25,12:00:00,gateway_release site,next to gateway release boxes,365,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,544,2014-02-26,12:25:00,gateway_release site,next to gateway release boxes,495,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,545,2014-02-26,21:00:00,gateway_release site,gateway release boxes,404,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,546,2014-03-06,11:55:00,gateway_release site,next to gateway release boxes,483,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,547,2014-03-07,12:00:00,gateway_release site,next to gateway release boxes,201,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,548,2014-03-07,21:00:00,gateway_release site,gateway release boxes,242,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,549,2014-03-13,12:00:00,gateway_release site,next to gateway release boxes,459,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,550,2014-03-14,21:00:00,gateway_release site,gateway release boxes,231,NA,night,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,551,2014-03-14,12:00:00,gateway_release site,next to gateway release boxes,235,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,552,2014-03-20,10:05:00,gateway_release site,next to gateway release boxes,488,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,553,2014-03-21,12:00:00,gateway_release site,next to gateway release boxes,181,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,554,2014-03-25,12:00:00,gateway_release site,next to gateway release boxes,63,NA,day,natural,fall,not recorded,gateway riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,555,2013-02-15,11:15:00,gateway_release site,next to gateway release boxes,249,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,herringer riffle,556,2013-04-09,15:15:00,herringer_release site,next to herringer release boxes,28,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,steep riffle,558,2011-03-15,12:00:00,steep riffle_release site,not recorded,215,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,steep riffle,559,2011-04-07,12:00:00,steep riffle_release site,not recorded,419,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,560,2011-04-20,13:30:00,steep riffle_release site,not recorded,147,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,sunset pumps,561,2011-01-06,12:45:00,sunset_release site,release_100m above falls,196,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,eye riffle,562,2005-02-09,11:30:00,eye riffle_release site,steep pool left rm 60.9,998,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,563,2005-02-17,12:00:00,eye riffle_release site,steep pool left rm 60.9,989,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,564,2005-02-24,11:00:00,eye riffle_release site,robinson main rm 61.6,985,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,565,2005-03-08,12:00:00,eye riffle_release site,steep pool right rm 60.9,969,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,566,2005-03-16,12:00:00,eye riffle_release site,steep pool right rm 60.9,799,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,eye riffle,567,2005-02-09,11:40:00,eye riffle_release site,eye pool right rm60.5,996,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,eye riffle,568,2005-02-09,11:40:00,eye riffle_release site,eye pool left rm 60.5,1075,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
