stream,site,release_id,date_released,time_released,site_released,subsite_released,number_released,median_fork_length_released,day_or_night_release,origin_released,run_released,lifestage_released,source_released,days_held_post_mark,flow_at_release,temperature_at_release,turbidity_at_release,night_release,include,week_released,year_released,mark_type
feather river,steep riffle,300,2010-03-15,17:00:00,steep riffle_release site,not recorded,499,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,301,2010-03-17,17:00:00,steep riffle_release site,not recorded,500,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,302,2010-03-22,17:00:00,steep riffle_release site,not recorded,498,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,303,2010-03-25,17:00:00,steep riffle_release site,not recorded,100,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,304,2010-03-29,17:00:00,steep riffle_release site,not recorded,100,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,305,2010-04-07,17:00:00,steep riffle_release site,not recorded,178,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,306,2010-04-13,17:00:00,steep riffle_release site,not recorded,157,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,307,2010-04-19,17:00:00,steep riffle_release site,not recorded,107,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,308,2010-01-14,17:00:00,sunset_release site,not recorded,317,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,309,2010-01-21,17:00:00,sunset_release site,not recorded,508,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,310,2010-01-29,17:00:00,sunset_release site,not recorded,796,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,311,2010-02-03,17:00:00,sunset_release site,not recorded,618,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,312,2010-02-05,17:00:00,sunset_release site,not recorded,600,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,313,2010-02-11,17:00:00,sunset_release site,not recorded,662,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,314,2010-02-17,17:00:00,sunset_release site,not recorded,987,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,315,2010-02-21,17:00:00,sunset_release site,not recorded,584,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,316,2010-02-25,17:00:00,sunset_release site,not recorded,1000,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,317,2010-03-01,17:00:00,sunset_release site,not recorded,998,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,318,2010-03-04,17:00:00,sunset_release site,not recorded,998,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,319,2010-03-08,17:00:00,sunset_release site,not recorded,996,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,320,2010-03-11,10:45:00,sunset_release site,not recorded,999,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,321,2010-03-15,11:15:00,sunset_release site,not recorded,996,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,322,2010-03-18,12:30:00,sunset_release site,not recorded,995,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,323,2010-03-22,17:00:00,sunset_release site,not recorded,495,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,324,2010-03-29,17:00:00,sunset_release site,not recorded,648,NA,day,unknown,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,sunset pumps,325,2010-04-08,17:00:00,sunset_release site,not recorded,243,NA,day,natural,not recorded,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,326,2008-04-08,16:10:00,herringer_release site,not recorded,261,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,327,2011-12-05,11:30:00,steep riffle_release site,not recorded,1093,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,328,2011-12-13,11:45:00,steep riffle_release site,not recorded,211,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,329,2011-12-20,13:30:00,steep riffle_release site,not recorded,318,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,330,2011-12-27,12:45:00,steep riffle_release site,not recorded,309,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,331,2012-01-04,10:00:00,steep riffle_release site,not recorded,300,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,332,2012-01-05,10:00:00,steep riffle_release site,not recorded,309,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,333,2012-01-06,13:30:00,steep riffle_release site,not recorded,299,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,334,2012-01-10,10:30:00,steep riffle_release site,not recorded,300,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,335,2012-01-12,09:30:00,steep riffle_release site,not recorded,296,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,336,2012-01-17,10:30:00,steep riffle_release site,not recorded,299,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,337,2012-01-18,12:00:00,steep riffle_release site,not recorded,288,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,339,2012-01-19,10:20:00,steep riffle_release site,not recorded,300,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,340,2012-01-24,10:30:00,steep riffle_release site,not recorded,298,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,341,2011-12-07,11:45:00,steep riffle_release site,not recorded,193,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,steep riffle,342,2011-12-14,13:00:00,steep riffle_release site,not recorded,320,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,steep riffle,343,2011-12-28,14:21:00,steep riffle_release site,not recorded,317,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,steep riffle,344,2012-01-25,12:00:00,steep riffle_release site,not recorded,298,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,345,2012-01-26,15:26:00,steep riffle_release site,not recorded,293,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,346,2012-01-31,12:15:00,steep riffle_release site,not recorded,299,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,347,2012-02-08,10:15:00,steep riffle_release site,not recorded,150,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,348,2012-02-08,10:15:00,steep riffle_release site,not recorded,149,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,349,2012-02-09,12:15:00,steep riffle_release site,not recorded,298,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,350,2012-02-14,12:15:00,steep riffle_release site,not recorded,301,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,351,2012-02-15,12:08:00,steep riffle_release site,not recorded,143,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,352,2012-02-15,12:08:00,steep riffle_release site,not recorded,148,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,353,2012-02-16,11:00:00,steep riffle_release site,not recorded,226,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,354,2012-02-22,10:25:00,steep riffle_release site,not recorded,295,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,355,2012-03-08,10:00:00,steep riffle_release site,not recorded,248,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,356,2012-03-13,12:00:00,steep riffle_release site,not recorded,246,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,357,2012-02-23,11:02:00,steep riffle_release site,not recorded,291,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,358,2012-02-28,15:00:00,steep riffle_release site,not recorded,295,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,359,2012-02-29,10:45:00,steep riffle_release site,not recorded,300,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,360,2012-03-01,10:45:00,steep riffle_release site,not recorded,298,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,361,2012-03-06,10:35:00,steep riffle_release site,not recorded,294,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,362,2012-03-07,13:55:00,steep riffle_release site,not recorded,243,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,363,2011-12-21,15:30:00,steep riffle_release site,not recorded,148,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,steep riffle,364,2012-02-01,10:00:00,steep riffle_release site,not recorded,150,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,365,2012-02-01,10:00:00,steep riffle_release site,not recorded,148,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,366,2012-02-02,15:30:00,steep riffle_release site,not recorded,298,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,367,2012-02-07,10:30:00,steep riffle_release site,not recorded,299,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,steep riffle,368,2011-12-21,15:30:00,steep riffle_release site,not recorded,39,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,herringer riffle,369,2011-12-07,13:15:00,herringer_release site,not recorded,195,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,370,2011-12-13,13:00:00,herringer_release site,not recorded,1017,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,371,2011-12-20,14:00:00,herringer_release site,not recorded,992,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,372,2011-12-27,14:00:00,herringer_release site,not recorded,995,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,herringer riffle,373,2012-01-04,13:45:00,herringer_release site,not recorded,1695,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,374,2012-01-05,13:00:00,herringer_release site,not recorded,496,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,herringer riffle,375,2012-01-10,23:15:00,herringer_release site,not recorded,995,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,376,2012-01-12,23:00:00,herringer_release site,not recorded,511,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,377,2012-01-17,12:00:00,herringer_release site,not recorded,1994,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,378,2012-01-18,14:00:00,herringer_release site,not recorded,498,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,379,2012-01-24,10:30:00,herringer_release site,not recorded,1998,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,380,2012-01-26,12:00:00,herringer_release site,not recorded,500,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,381,2012-01-31,12:00:00,herringer_release site,not recorded,1998,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,382,2012-02-02,15:00:00,herringer_release site,not recorded,490,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,383,2012-02-07,00:00:00,herringer_release site,not recorded,1995,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,384,2012-02-09,10:00:00,herringer_release site,herringer release boxes,492,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,385,2012-02-14,11:00:00,herringer_release site,herringer release boxes,654,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,386,2012-02-16,14:00:00,herringer_release site,herringer release boxes,432,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,387,2012-02-22,12:00:00,herringer_release site,not recorded,1155,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,388,2012-02-28,12:20:00,herringer_release site,not recorded,614,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,389,2012-03-01,12:00:00,herringer_release site,not recorded,400,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,390,2012-03-06,13:00:00,herringer_release site,not recorded,496,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,391,2012-03-08,12:35:00,herringer_release site,not recorded,454,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,392,2012-03-15,12:00:00,herringer_release site,not recorded,488,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,393,2012-03-22,12:00:00,herringer_release site,not recorded,453,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,394,2012-03-29,14:30:00,herringer_release site,not recorded,556,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,395,2012-04-04,14:00:00,herringer_release site,not recorded,123,NA,day,natural,fall,not recorded,steep riffle,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,402,2012-12-28,10:10:00,gateway_release site,gateway release boxes,504,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,403,2013-01-03,11:47:00,gateway_release site,gateway release boxes,517,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,404,2013-01-08,11:35:00,gateway_release site,next to gateway release boxes,499,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,405,2013-01-09,10:10:00,gateway_release site,next to gateway release boxes,587,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,406,2013-01-10,09:42:00,gateway_release site,gateway release boxes,517,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,407,2013-01-15,10:45:00,gateway_release site,gateway release boxes,497,NA,night,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
feather river,gateway riffle,408,2013-01-17,13:30:00,gateway_release site,gateway release boxes,516,NA,night,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,409,2013-01-22,10:30:00,gateway_release site,gateway release boxes,496,NA,night,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,410,2013-01-23,10:28:00,gateway_release site,gateway release boxes,539,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,411,2013-01-24,10:50:00,gateway_release site,gateway release boxes,493,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,412,2013-02-01,15:55:00,gateway_release site,next to gateway release boxes,494,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,413,2013-02-04,15:45:00,gateway_release site,next to gateway release boxes,480,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,414,2013-02-06,13:20:00,gateway_release site,gateway release boxes,479,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,415,2013-02-12,10:05:00,gateway_release site,next to gateway release boxes,543,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,416,2013-02-13,13:10:00,gateway_release site,next to gateway release boxes,499,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,417,2013-02-15,11:15:00,gateway_release site,gateway release boxes,497,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,418,2013-02-19,12:00:00,gateway_release site,next to gateway release boxes,520,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,419,2013-02-20,10:45:00,gateway_release site,next to gateway release boxes,495,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,420,2013-02-21,15:15:00,gateway_release site,gateway release boxes,503,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,421,2013-02-27,12:48:00,gateway_release site,gateway release boxes,480,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,422,2013-02-28,15:15:00,gateway_release site,next to gateway release boxes,483,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,423,2013-03-05,11:53:00,gateway_release site,gateway release boxes,490,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,424,2013-03-06,12:00:00,gateway_release site,next to gateway release boxes,359,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,425,2013-03-07,10:15:00,gateway_release site,next to gateway release boxes,314,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,426,2013-03-12,10:48:00,gateway_release site,gateway release boxes,49,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,427,2013-03-15,10:50:00,gateway_release site,next to gateway release boxes,98,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,428,2013-03-19,09:45:00,gateway_release site,next to gateway release boxes,203,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,429,2013-03-21,13:45:00,gateway_release site,next to gateway release boxes,243,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,gateway riffle,430,2013-03-26,10:45:00,gateway_release site,gateway release boxes,236,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,431,2012-12-12,10:45:00,herringer_release site,next to herringer release boxes,360,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,432,2012-12-18,11:03:00,herringer_release site,next to herringer release boxes,566,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,433,2012-12-28,15:10:00,herringer_release site,next to herringer release boxes,1004,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,434,2013-01-03,11:55:00,herringer_release site,next to herringer release boxes,990,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,435,2013-01-08,10:30:00,herringer_release site,next to herringer release boxes,802,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,436,2013-01-10,12:00:00,herringer_release site,next to herringer release boxes,1136,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,437,2013-01-15,12:10:00,herringer_release site,next to herringer release boxes,357,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,438,2013-01-17,14:20:00,herringer_release site,next to herringer release boxes,1049,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,439,2013-01-22,12:00:00,herringer_release site,next to herringer release boxes,1007,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,440,2013-01-24,10:30:00,herringer_release site,next to herringer release boxes,763,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,441,2013-01-30,16:15:00,herringer_release site,next to herringer release boxes,993,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,442,2013-02-05,13:45:00,herringer_release site,next to herringer release boxes,344,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,443,2013-02-07,15:05:00,herringer_release site,next to herringer release boxes,1039,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,444,2013-02-12,12:00:00,herringer_release site,next to herringer release boxes,1008,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,445,2013-02-13,10:59:00,herringer_release site,next to herringer release boxes,499,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,446,2013-02-15,15:30:00,herringer_release site,next to herringer release boxes,891,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,447,2013-02-19,11:35:00,herringer_release site,next to herringer release boxes,952,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,448,2013-02-21,15:30:00,herringer_release site,next to herringer release boxes,504,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,449,2013-02-26,12:54:00,herringer_release site,next to herringer release boxes,937,NA,day,unknown,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,450,2013-02-28,13:00:00,herringer_release site,next to herringer release boxes,503,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,451,2013-03-05,15:45:00,herringer_release site,next to herringer release boxes,1008,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,452,2013-03-06,11:15:00,herringer_release site,next to herringer release boxes,421,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,453,2013-03-19,14:15:00,herringer_release site,next to herringer release boxes,100,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,454,2013-03-20,12:45:00,herringer_release site,next to herringer release boxes,213,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,455,2013-03-22,11:50:00,herringer_release site,next to herringer release boxes,322,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,456,2013-03-26,12:20:00,herringer_release site,next to herringer release boxes,213,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,457,2013-03-28,11:36:00,herringer_release site,next to herringer release boxes,170,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,yes,NA,NA,NA
feather river,herringer riffle,458,2013-04-09,13:00:00,herringer_release site,herringer release boxes,28,NA,day,natural,fall,not recorded,not recorded,NA,NA,NA,NA,NA,no,NA,NA,NA
