date,value,stream,site_group,gage_agency,gage_number,parameter,statistic
2020-07-03,4330,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-04,4330,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-05,4280,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-06,4370,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-07,4420,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-08,4310,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-09,4210,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-10,4210,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-11,4030,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-12,4160,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-13,4240,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-14,4180,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-15,4150,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-16,4100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-17,4150,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-18,3770,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-19,3910,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-20,3910,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-21,4000,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-22,3860,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-23,3750,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-24,3590,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-25,3450,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-26,3450,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-27,3440,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-28,3450,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-29,3450,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-30,3340,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-07-31,2940,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-01,2780,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-02,3010,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-03,3100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-04,3010,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-05,2910,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-06,2800,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-07,2420,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-08,2127,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-09,2247,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-10,2324,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-11,2328,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-12,2333,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-13,2251,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-14,2293,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-15,2248,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-16,2426,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-17,2408,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-18,2770,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-19,3350,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-20,3350,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-21,3080,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-22,2530,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-23,2810,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-24,2740,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-25,2650,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-26,2730,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-27,2650,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-28,2610,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-29,2330,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-30,2570,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-08-31,2610,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-01,2570,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-02,2530,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-03,2650,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-04,2530,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-05,2390,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-06,2340,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-07,2670,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-08,2680,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-09,2450,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-10,2640,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-11,2600,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-12,2420,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-13,2680,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-14,2760,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-15,2640,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-16,2600,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-17,2610,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-18,2600,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-19,2240,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-20,2520,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-21,2490,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-22,2520,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-23,2920,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-24,3140,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-25,3100,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-26,2810,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-27,2980,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-28,3020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-29,2980,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-09-30,3060,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-01,3030,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-02,2970,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-03,2750,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-04,2960,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-05,3010,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-06,3300,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-07,3430,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-08,3300,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-09,3140,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-10,2950,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-11,3170,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-12,3530,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-13,3430,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-14,3220,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-15,3070,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-16,3020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-17,2750,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-18,3350,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-19,3510,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-20,3260,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-21,3190,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-22,3180,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-23,3020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-24,3200,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-25,3690,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-26,3830,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-27,3920,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-28,3980,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-29,3860,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-30,3890,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-10-31,3240,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-01,3770,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-02,3470,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-03,3360,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-04,3430,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-05,3380,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-06,3300,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-07,2920,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-08,3230,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-09,3540,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-10,3540,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-11,3480,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-12,5370,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-13,10160,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-14,6180,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-15,5020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-16,10750,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-17,12450,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-18,30850,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-19,51250,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-20,22850,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-21,12350,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-22,12050,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-23,9390,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-24,7640,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-25,6310,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-26,12350,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-27,22350,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-28,13050,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-29,10000,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-11-30,8270,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-01,7740,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-02,14740,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-03,9500,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-04,8094,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-05,6828,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-06,6326,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-07,6572,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-08,7536,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-09,7836,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-10,9506,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-11,15455,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-12,11851,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-13,8606,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-14,7136,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-15,6356,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-16,5852,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-17,5518,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-18,6530,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-19,21244,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-20,14944,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-21,10044,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-22,8144,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-23,7088,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-24,8944,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-25,7996,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-26,7020,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-27,6470,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-28,6365,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-29,6163,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-30,8765,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2020-12-31,13455,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-01,10852,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-02,9102,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-03,8802,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-04,10452,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-05,15958,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-06,18257,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-07,14645,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-08,11840,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-09,9743,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-10,8789,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-11,7891,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-12,7246,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-13,6747,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-14,6301,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-15,5852,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-16,5555,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-17,13454,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-18,43453,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-19,33452,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-20,20452,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-21,16457,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-22,13458,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-23,11158,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-24,11855,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-25,11152,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-26,10454,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-27,12253,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-28,13454,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-29,12653,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-30,18253,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-01-31,14252,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-01,11851,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-02,10852,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-03,10102,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-04,9404,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-05,10108,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-06,9108,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-07,8205,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-08,7554,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-09,7065,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-10,7328,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-11,7628,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-12,8508,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-13,9106,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-14,15056,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-15,15956,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-16,14257,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-17,12657,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-18,11158,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-19,10101,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-20,9096,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-21,15047,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-22,12257,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-23,10455,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-24,9752,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-25,9402,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-26,9401,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-27,9746,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-02-28,10846,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-01,11349,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-02,11950,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-03,13249,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-04,14849,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-05,17549,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-06,18749,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-07,17449,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-08,14948,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-09,13052,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-10,12454,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-11,11956,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-12,11655,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-13,21256,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-14,20654,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-15,18059,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-16,15855,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-17,15649,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-18,18449,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-19,18649,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-20,16149,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-21,14248,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-22,15249,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-23,14246,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-24,12649,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-25,12349,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-26,11645,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-27,10748,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-28,10246,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-29,10005,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-30,10012,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-03-31,10253,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-01,11544,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-02,13801,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-03,15396,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-04,14696,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-05,12995,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-06,10887,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-07,10154,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-08,9869,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-09,10127,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-10,11508,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-11,12906,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-12,13306,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-13,13706,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-14,13008,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-15,11608,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-16,10690,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-17,10254,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-18,9837,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-19,9418,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-20,9318,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-21,10258,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-22,11898,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-23,13196,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-24,13293,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
2021-04-25,12493,feather river,upper feather hfc,DWR Feather,FRB+ORF+TAO,flow,mean
