projectDescriptionID,releaseID,releaseTime,commonName,markedRun,markedFishOrigin,sourceOfFishSite,releaseSite,releaseSubSite,nReleased,testDays,appliedMarkType,appliedMarkColor,appliedMarkPosition,appliedMarkCode,IncludeInAnalysis
2,164,2006-01-22T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),999,3,Pigment / dye,Brown,Whole body,,Yes
2,165,2006-01-30T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),1081,2,Pigment / dye,Brown,Whole body,,Yes
2,166,2006-02-02T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),1503,3,Pigment / dye,Brown,Whole body,,Yes
2,167,2006-02-06T12:20:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),1004,3,Pigment / dye,Brown,Whole body,,Yes
2,168,2006-02-09T13:50:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),1015,3,Elastomer,Pink,Nose,,Yes
2,169,2006-02-15T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),1010,4,Pigment / dye,Brown,Whole body,,Yes
2,170,2006-02-22T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),1012,3,Elastomer,Pink,Nose,,Yes
2,171,2006-02-25T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),1027,2,Elastomer,Blue,Nose,,Yes
2,172,2006-03-05T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),686,14,Elastomer,Orange,Nose,,Yes
2,173,2006-03-20T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),1063,2,Pigment / dye,Brown,Whole body,,Yes
2,174,2006-03-27T17:00:00Z,Chinook salmon,Fall,Natural,,Eye riffle_release site,Not applicable (n/a),594,3,Elastomer,Orange,Nose,,Yes
2,175,2006-01-08T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,416,2,Pigment / dye,Brown,Whole body,,Yes
2,176,2006-01-11T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),292,5,Pigment / dye,Brown,Whole body,,Yes
2,177,2006-01-22T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,941,4,Elastomer,Green,Nose,,Yes
2,178,2006-01-26T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,605,6,Elastomer,Pink,Nose,,Yes
2,179,2006-02-01T14:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,1017,2,Elastomer,White,Nose,,Yes
2,180,2006-02-06T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,1019,2,Elastomer,Green,Nose,,Yes
2,181,2006-02-09T11:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,2178,3,Pigment / dye,Brown,Whole body,,Yes
2,182,2006-02-18T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,1175,2,Elastomer,Green,Nose,,Yes
2,183,2006-02-25T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,half mile above trap RM,1339,3,Pigment / dye,Brown,Whole body,,Yes
2,184,2006-12-22T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),997,4,Pigment / dye,Brown,Whole body,,Yes
2,185,2006-12-26T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),989,4,Pigment / dye,Brown,Whole body,,Yes
2,186,2006-12-31T11:40:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),996,6,Pigment / dye,Brown,Whole body,,Yes
2,187,2007-01-07T10:45:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1000,4,Pigment / dye,Brown,Whole body,,Yes
2,188,2007-01-12T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),998,5,Pigment / dye,Brown,Whole body,,Yes
2,189,2007-01-21T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),998,2,Pigment / dye,Brown,Whole body,,Yes
2,190,2007-01-28T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),955,5,Pigment / dye,Brown,Whole body,,Yes
2,191,2007-02-03T11:40:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),998,4,Pigment / dye,Brown,Whole body,,Yes
2,192,2007-02-10T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),994,2,Pigment / dye,Brown,Whole body,,Yes
2,193,2007-02-17T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),996,4,Pigment / dye,Brown,Whole body,,Yes
2,194,2007-03-01T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1114,3,Pigment / dye,Brown,Whole body,,Yes
2,195,2007-03-04T17:00:00Z,Chinook salmon,Fall,Unknown,,Steep Riffle_release site,Not applicable (n/a),993,2,Pigment / dye,Brown,Whole body,,Yes
2,196,2007-03-11T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),991,4,Pigment / dye,Brown,Whole body,,Yes
2,197,2007-03-15T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1095,2,Pigment / dye,Brown,Whole body,,Yes
2,198,2007-03-19T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),988,5,Pigment / dye,Brown,Whole body,,Yes
2,199,2007-03-27T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),993,3,Pigment / dye,Brown,Whole body,,Yes
2,200,2007-04-04T15:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),992,3,Pigment / dye,Brown,Whole body,,Yes
2,201,2007-03-13T17:00:00Z,Chinook salmon,Fall,Natural,,Sunset_release site,Not applicable (n/a),981,2,Pigment / dye,Brown,Whole body,,Yes
2,202,2007-04-01T17:00:00Z,Chinook salmon,Fall,Natural,,Sunset_release site,Not applicable (n/a),782,2,Pigment / dye,Brown,Whole body,,Yes
2,203,2007-12-06T13:50:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1021,5,Elastomer,Yellow,Whole body,,Yes
2,204,2007-12-10T16:27:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),955,4,Elastomer,Green,Nose,,Yes
2,205,2007-12-12T10:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1016,3,Elastomer,Blue,Nose,,Yes
2,206,2007-12-13T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1032,3,Elastomer,Pink,Nose,,Yes
2,207,2007-12-18T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),752,3,Elastomer,Yellow,Nose,,Yes
2,208,2007-12-19T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),767,2,Elastomer,Blue,Nose,,Yes
2,209,2007-12-20T11:10:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),745,2,Elastomer,Green,Nose,,Yes
2,210,2007-12-27T13:40:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),997,3,Pigment / dye,Brown,Whole body,,Yes
2,211,2008-01-03T10:15:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),991,2,Pigment / dye,Brown,Whole body,,Yes
2,212,2008-01-08T10:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),993,3,Elastomer,Green,Nose,,Yes
2,213,2008-01-10T09:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1033,4,Elastomer,Purple / Violet,Nose,,Yes
2,214,2008-01-15T14:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),997,3,Elastomer,Red,Nose,,Yes
2,215,2008-01-17T10:30:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),953,4,Elastomer,Green,Nose,,Yes
2,216,2008-01-23T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),865,4,Elastomer,Yellow,Nose,,No
2,217,2008-01-26T15:30:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1021,2,Elastomer,Blue,Nose,,Yes
2,218,2008-01-29T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),983,2,Pigment / dye,Pink,Not recorded,,Yes
2,219,2008-01-31T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),920,2,Elastomer,Green,Nose,,Yes
2,220,2008-02-05T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),922,3,Elastomer,Pink,Nose,,Yes
2,221,2008-02-07T10:30:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1008,1,Elastomer,Yellow,Nose,,Yes
2,222,2008-02-13T12:30:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),907,2,Elastomer,Red,Nose,,Yes
2,223,2008-02-15T15:45:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),949,3,Elastomer,Yellow,Nose,,Yes
2,224,2008-02-20T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),986,3,Elastomer,Green,Nose,,Yes
2,225,2008-02-21T10:15:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),748,7,Elastomer,Red,Nose,,Yes
2,226,2008-02-26T10:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),909,4,Elastomer,Yellow,Nose,,Yes
2,227,2008-02-28T15:25:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),997,13,Elastomer,Red,Nose,,Yes
2,228,2008-03-04T11:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),983,6,Elastomer,Green,Nose,,Yes
2,229,2008-03-06T12:30:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),997,15,Elastomer,Red,Nose,,Yes
2,230,2008-03-10T10:40:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),989,18,Elastomer,Yellow,Nose,,Yes
2,231,2008-03-13T10:30:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1019,4,Elastomer,Green,Nose,,Yes
2,232,2008-03-19T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),990,6,Elastomer,Orange,Nose,,Yes
2,233,2008-03-25T09:45:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),998,3,Elastomer,Blue,Nose,,Yes
2,234,2008-03-27T10:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1043,5,Elastomer,Green,Nose,,Yes
2,235,2008-04-03T13:10:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),520,4,Elastomer,Orange,Nose,,Yes
2,236,2008-04-08T11:15:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),936,7,Elastomer,Green,Nose,,Yes
2,237,2008-04-10T17:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),956,3,Elastomer,Red,Nose,,Yes
2,238,2008-01-28T15:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),990,2,Pigment / dye,Brown,Whole body,,Yes
2,239,2008-01-31T13:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1000,3,Pigment / dye,Brown,Whole body,,Yes
2,240,2008-02-04T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1000,4,Pigment / dye,Brown,Whole body,,Yes
2,241,2008-02-08T17:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1206,3,Pigment / dye,Brown,Whole body,,Yes
2,242,2008-02-13T16:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),999,4,Pigment / dye,Brown,Whole body,,Yes
2,243,2008-02-17T13:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),996,3,Pigment / dye,Brown,Whole body,,Yes
2,244,2008-02-20T13:45:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1058,3,Pigment / dye,Brown,Whole body,,Yes
2,245,2008-02-24T12:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),996,2,Pigment / dye,Brown,Whole body,,Yes
2,246,2008-02-27T12:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),984,3,Pigment / dye,Brown,Whole body,,Yes
2,247,2008-03-02T12:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1053,2,Pigment / dye,Brown,Whole body,,Yes
2,248,2008-03-05T12:45:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1086,3,Pigment / dye,Brown,Whole body,,Yes
2,249,2008-03-09T14:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1001,3,Pigment / dye,Brown,Whole body,,Yes
2,250,2008-03-12T16:00:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1183,3,Pigment / dye,Brown,Whole body,,Yes
2,251,2008-03-16T13:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),991,2,Pigment / dye,Brown,Whole body,,Yes
2,252,2008-03-20T17:20:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),997,4,Pigment / dye,Brown,Whole body,,Yes
2,253,2008-03-24T15:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1000,3,Pigment / dye,Brown,Whole body,,Yes
2,254,2008-03-27T15:30:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),1073,4,Pigment / dye,Brown,Whole body,,Yes
2,255,1900-01-01T00:00:00Z,Not applicable (n/a),Not recorded,Unknown,Not applicable,Not applicable,,0,0,,,,,No
2,256,2008-12-15T17:00:00Z,Chinook salmon,Not recorded,Natural,,Steep Riffle_release site,Not applicable (n/a),995,3,Pigment / dye,Brown,Whole body,,Yes
2,257,2008-12-22T11:45:00Z,Chinook salmon,Not recorded,Natural,,Steep Riffle_release site,Not applicable (n/a),1056,2,Pigment / dye,Brown,Whole body,,Yes
2,258,2008-12-30T12:17:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1008,2,Pigment / dye,Brown,Whole body,,Yes
2,259,2009-01-05T12:30:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),998,4,Pigment / dye,Brown,Whole body,,Yes
2,260,2009-01-12T12:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),1000,3,Pigment / dye,Brown,Whole body,,Yes
2,261,2009-01-21T14:05:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1032,4,Elastomer,Red,Nose,,Yes
2,262,2009-01-27T09:30:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1002,10,Elastomer,Orange,Nose,,Yes
2,263,2009-02-03T15:15:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),995,4,Pigment / dye,Brown,Whole body,,Yes
2,264,2009-02-09T12:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),1000,5,Pigment / dye,Brown,Whole body,,Yes
2,265,2009-02-18T13:05:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),996,8,Pigment / dye,Brown,Whole body,,Yes
2,266,2009-02-26T11:00:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),997,3,Pigment / dye,Brown,Whole body,,Yes
2,267,2009-03-03T11:25:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),993,2,Pigment / dye,Brown,Whole body,,Yes
2,268,2009-03-12T15:50:00Z,Chinook salmon,Fall,Natural,,Steep Riffle_release site,Not applicable (n/a),1000,4,Pigment / dye,Brown,Whole body,,Yes
2,269,2009-01-28T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),515,3,Pigment / dye,Yellow,Not recorded,,Yes
2,270,2009-02-04T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),506,2,Pigment / dye,Pink,Not recorded,,Yes
2,271,2009-02-10T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),520,2,Pigment / dye,Green,Not recorded,,Yes
2,272,2009-02-19T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),507,2,Pigment / dye,Green,Not recorded,,Yes
2,273,2009-02-25T12:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),518,7,Elastomer,Orange,Nose,,Yes
2,274,2009-03-04T12:10:00Z,Chinook salmon,Not recorded,Natural,,Sunset_release site,Not applicable (n/a),599,4,Elastomer,Green,Nose,,Yes
2,275,2009-03-11T09:45:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),688,5,Elastomer,Orange,Nose,,Yes
2,276,2009-03-19T11:30:00Z,Chinook salmon,Not recorded,Natural,,Sunset_release site,Not applicable (n/a),271,3,Elastomer,Pink,Nose,,Yes
2,277,2009-03-24T14:45:00Z,Chinook salmon,Not recorded,Natural,,Sunset_release site,release_100m above falls,303,2,Elastomer,Yellow,Nose,,Yes
2,278,2009-12-15T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),998,4,Pigment / dye,Brown,Whole body,,Yes
2,279,2009-12-29T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),999,3,Pigment / dye,Brown,Whole body,,Yes
2,280,2009-12-31T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),493,7,Elastomer,Red,Nose,,Yes
2,281,2010-01-04T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),999,4,Pigment / dye,Brown,Whole body,,Yes
2,282,2010-01-11T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),996,4,Pigment / dye,Brown,Whole body,,Yes
2,283,2010-01-15T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),990,3,Pigment / dye,Brown,Whole body,,Yes
2,284,2010-01-18T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),825,3,Pigment / dye,Brown,Whole body,,Yes
2,285,2010-01-22T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),1000,3,Pigment / dye,Brown,Whole body,,Yes
2,286,2010-01-25T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),681,4,Pigment / dye,Brown,Whole body,,Yes
2,287,2010-01-29T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),1000,2,Pigment / dye,Brown,Whole body,,Yes
2,288,2010-02-01T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),996,3,Pigment / dye,Brown,Whole body,,Yes
2,289,2010-02-05T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),1000,3,Pigment / dye,Brown,Whole body,,Yes
2,290,2010-02-08T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),983,3,Pigment / dye,Brown,Whole body,,Yes
2,291,2010-02-13T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),999,3,Pigment / dye,Brown,Whole body,,Yes
2,292,2010-02-16T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),995,3,Pigment / dye,Brown,Whole body,,Yes
2,293,2010-02-20T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),1000,2,Pigment / dye,Brown,Whole body,,Yes
2,294,2010-02-22T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),522,2,Elastomer,Green,Nose,,Yes
2,295,2010-02-24T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),522,2,Elastomer,Orange,Nose,,Yes
2,296,2010-03-01T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),505,3,Elastomer,Yellow,Nose,,Yes
2,297,2010-03-03T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),499,3,Elastomer,Pink,Nose,,Yes
2,298,2010-03-08T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),510,2,Elastomer,Green,Nose,,Yes
2,299,2010-03-10T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),504,2,Elastomer,Red,Nose,,Yes
2,300,2010-03-15T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),499,3,Elastomer,Green,Nose,,Yes
2,301,2010-03-17T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),500,3,Elastomer,Pink,Nose,,Yes
2,302,2010-03-22T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),498,2,Elastomer,Yellow,Nose,,Yes
2,303,2010-03-25T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),100,3,Elastomer,Red,Nose,,Yes
2,304,2010-03-29T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),100,15,Elastomer,Green,Nose,,Yes
2,305,2010-04-07T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),178,5,Elastomer,Pink,Nose,,Yes
2,306,2010-04-13T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),157,5,Elastomer,Yellow,Nose,,Yes
2,307,2010-04-19T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Steep Riffle_release site,Not applicable (n/a),107,2,Elastomer,Pink,Nose,,Yes
2,308,2010-01-14T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),317,2,Pigment / dye,Green,Nose,,Yes
2,309,2010-01-21T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),508,2,Pigment / dye,Orange,Nose,,Yes
2,310,2010-01-29T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),796,2,Pigment / dye,Green,Nose,,Yes
2,311,2010-02-03T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),618,2,Pigment / dye,Pink,Nose,,Yes
2,312,2010-02-05T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),600,4,Pigment / dye,Orange,Nose,,Yes
2,313,2010-02-11T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),662,15,Pigment / dye,Green,Nose,,Yes
2,314,2010-02-17T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),987,3,Pigment / dye,Pink,Nose,,Yes
2,315,2010-02-21T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),584,3,Pigment / dye,Red,Nose,,Yes
2,316,2010-02-25T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),1000,2,Pigment / dye,Brown,Whole body,,Yes
2,317,2010-03-01T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),998,3,Pigment / dye,Brown,Whole body,,Yes
2,318,2010-03-04T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),998,3,Pigment / dye,Brown,Whole body,,Yes
2,319,2010-03-08T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),996,4,Pigment / dye,Brown,Whole body,,Yes
2,320,2010-03-11T10:45:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),999,3,Pigment / dye,Brown,Whole body,,Yes
2,321,2010-03-15T11:15:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),996,4,Pigment / dye,Brown,Whole body,,Yes
2,322,2010-03-18T12:30:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),995,3,Pigment / dye,Brown,Whole body,,Yes
2,323,2010-03-22T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),495,3,Pigment / dye,Brown,Whole body,,Yes
2,324,2010-03-29T17:00:00Z,Chinook salmon,Not recorded,Unknown,,Sunset_release site,Not applicable (n/a),648,2,Pigment / dye,Brown,Whole body,,Yes
2,325,2010-04-08T17:00:00Z,Chinook salmon,Not recorded,Natural,,Sunset_release site,Not applicable (n/a),243,3,Pigment / dye,Brown,Whole body,,Yes
2,326,2008-04-08T16:10:00Z,Chinook salmon,Fall,Natural,,Herringer_release site,Not applicable (n/a),261,5,Pigment / dye,Brown,Whole body,,Yes
2,327,2011-12-05T11:30:00Z,Chinook salmon,Fall,Natural,Steep Riffle,Steep Riffle_release site,Not applicable (n/a),1093,7,Pigment / dye,Brown,Whole body,,Yes
2,328,2011-12-13T11:45:00Z,Chinook salmon,Fall,Natural,Steep Riffle,Steep Riffle_release site,Not applicable (n/a),211,7,Elastomer,Red,Nose,,Yes
2,329,2011-12-20T13:30:00Z,Chinook salmon,Fall,Natural,Steep Riffle,Steep Riffle_release site,Not applicable (n/a),318,7,Elastomer,Red,Nose,,Yes
2,330,2011-12-27T12:45:00Z,Chinook salmon,Fall,Natural,Steep Riffle,Steep Riffle_release site,Not applicable (n/a),309,7,Elastomer,Red,Nose,,Yes
2,331,2012-01-04T10:00:00Z,Chinook salmon,Fall,Natural,Steep Riffle,Steep Riffle_release site,Not applicable (n/a),300,5,Elastomer,Red,Nose,,Yes
2,332,2012-01-05T10:00:00Z,Chinook salmon,Fall,Natural,Steep Riffle,Steep Riffle_release site,Not applicable (n/a),309,7,Elastomer,Green,Nose,,Yes
