trap_start_date,trap_stop_date,stream,site,subsite,site_group,total_revolutions,visit_type,trap_functioning,fish_processed,rpm_start,rpm_end,include
NA,1996-01-19,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-23,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-23,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-24,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-24,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-25,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-25,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-26,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-26,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-27,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-27,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-28,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-28,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-29,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-29,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-29,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-30,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-30,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-30,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-30,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-31,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-31,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-31,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-01-31,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-01,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-01,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-01,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-01,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-02,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-02,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-02,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-02,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-03,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-03,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-03,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-03,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-04,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-04,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-04,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-04,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-05,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-05,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-05,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-05,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-06,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-06,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-06,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-06,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-07,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-07,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-07,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-07,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-08,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-08,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-08,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-08,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-09,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-09,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-09,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-09,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-10,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-10,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-10,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-10,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-11,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-11,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-11,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-11,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-12,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-12,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-12,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-12,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-13,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-13,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-13,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-13,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-14,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-14,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-14,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-14,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-15,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-15,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-15,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-15,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-16,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-16,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-16,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-16,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-17,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-17,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-17,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-17,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-18,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-18,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-18,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-18,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-19,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-19,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-19,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-19,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-20,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-20,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-21,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-21,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-22,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-22,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-23,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-23,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-23,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-24,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-24,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-24,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-25,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-25,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-25,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-26,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-26,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-26,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-27,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-27,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-27,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-28,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-28,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-28,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-29,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-29,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-29,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-02-29,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-01,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-01,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-01,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-01,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-02,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-02,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-02,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-02,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-03,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-03,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-03,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-03,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-04,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-04,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-04,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-04,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-05,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-05,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-05,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-05,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-06,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-06,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-06,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-06,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-07,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-07,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-07,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-07,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-08,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-08,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-08,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-08,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-09,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-09,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-09,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-09,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-10,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-10,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-10,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-10,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-11,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-11,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-11,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-11,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-12,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-12,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-12,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-12,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-13,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-13,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-13,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-13,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-14,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-14,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-14,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-14,sacramento river,knights landing,8.4,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-15,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
NA,1996-03-15,sacramento river,knights landing,8.3,knights landing,NA,not recorded,not recorded,not recorded,NA,NA,TRUE
